0,obs_id,Introduction,Campus Afflication,Gender,Gender (Other),Race/Ethnicity,Race/Ethnicity (Other),Employment,Zipcode,Modes,BayPass Access,choice,tt_walk,wt_walk,cost_walk,tt_bike,wt_bike,cost_bike,tt_bus,wt_bus,cost_bus,tt_rail,wt_rail,cost_rail,tt_drive,wt_drive,cost_drive,tt_rideshare,wt_rideshare,cost_rideshare,BayPass,Unnamed: 0_x,Percent_Developed_x,Percent_TOD_x,student_dummy,employed_dummy,Unnamed: 0_y,Percent_Developed_y,Percent_TOD_y
399,75,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone",Yes,1,20,0,0,20,0,0,5,0,0,20,5,0,20,12,7,20,12,7,1,167,100,99.99999964,1,0,167,100,99.99999964
400,75,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone",Yes,1,20,0,0,35,0,0,12,10,3,5,15,1,15,0,1,10,15,17,0,167,100,99.99999964,1,0,167,100,99.99999964
401,75,"Yes, I consent",Graduate student,Male,Did Not Response,Black or African American,Did Not Response,No,94703,"AC Transit,BART,Walk,Personal bike,Drive alone",Yes,4,35,0,0,12,0,0,35,0,0,10,15,0,20,5,3,12,12,7,1,167,100,99.99999964,1,0,167,100,99.99999964
402,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,5,35,0,0,25,0,0,20,15,0,20,20,0,25,10,1,20,15,17,1,167,100,99.99999964,1,1,167,100,99.99999964
403,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,3,40,0,0,35,0,0,10,10,2,12,15,4,25,15,8,15,20,10,0,167,100,99.99999964,1,1,167,100,99.99999964
404,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,5,25,0,0,30,0,0,20,12,0,15,20,0,12,12,1,10,10,9,1,167,100,99.99999964,1,1,167,100,99.99999964
405,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,3,50,0,0,35,0,0,15,0,0,20,7,0,10,12,2,20,20,17,1,167,100,99.99999964,1,1,167,100,99.99999964
406,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,1,20,0,0,25,0,0,20,12,5,35,5,8,12,10,8,15,7,9,0,167,100,99.99999964,1,1,167,100,99.99999964
407,76,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94703,"AC Transit,Walk,Drive alone,Carpool",No,3,50,0,0,20,0,0,5,5,5,35,12,3,25,20,8,15,15,8,0,167,100,99.99999964,1,1,167,100,99.99999964
408,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,2,50,0,0,15,0,0,30,10,0,20,15,0,5,15,5,15,15,8,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
409,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,2,25,0,0,15,0,0,30,7,0,12,15,0,25,20,10,15,20,6,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
410,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,5,40,0,0,30,0,0,25,5,0,15,20,0,5,0,8,25,12,8,1,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
411,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,1,25,0,0,45,0,0,25,15,2,10,12,2,5,7,8,15,5,8,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
412,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,1,17,0,0,20,0,0,20,7,6,15,7,5,10,10,5,15,12,12,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
413,77,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94705,"BART,Walk,Personal bike,Drive alone",No,1,17,0,0,25,0,0,12,5,4,35,7,3,20,0,1,15,0,7,0,169,82.05082966,64.85666278,1,1,169,82.05082966,64.85666278
414,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,3,55,0,0,45,0,0,25,10,6,25,7,8,20,20,6,10,15,7,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
415,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,4,55,0,0,30,0,0,35,20,0,30,7,0,25,20,8,5,7,17,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
416,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,1,17,0,0,35,0,0,35,12,3,30,0,3,12,10,4,10,5,15,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
417,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,1,40,0,0,35,0,0,15,15,0,25,20,0,20,10,3,12,5,7,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
418,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,4,25,0,0,45,0,0,20,0,0,5,0,0,5,15,2,15,12,5,1,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
419,78,"Yes, I consent",Undergraduate student,Male,Did Not Response,"White,Hispanic or Latinx",Did Not Response,No,94720,"AC Transit,BART,Walk,Carpool",No,1,20,0,0,25,0,0,25,7,3,25,0,6,5,12,5,12,12,10,0,175,48.30082785,44.63458575,1,0,175,48.30082785,44.63458575
420,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,2,50,0,0,30,0,0,30,10,0,15,0,0,15,12,10,25,12,12,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
421,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,3,35,0,0,15,0,0,10,0,0,25,15,0,15,20,6,12,20,5,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
422,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,1,25,0,0,40,0,0,5,12,6,30,0,2,15,15,9,5,7,17,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
423,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,2,40,0,0,12,0,0,30,15,2,12,7,6,25,10,5,25,15,6,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
424,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,2,45,0,0,12,0,0,10,7,1,5,0,4,20,15,10,15,10,10,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
425,79,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",0,"BART,Walk,Personal bike,Shared micromobility (ex: Bay Wheels, Veo, Spin),Other (type below)",No,2,50,0,0,12,0,0,20,7,0,15,5,0,15,10,3,20,7,9,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
426,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,3,55,0,0,40,0,0,10,5,6,35,12,1,5,15,9,12,20,5,0,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
427,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,3,55,0,0,45,0,0,10,10,0,10,12,0,10,5,3,5,7,8,1,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
428,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,4,55,0,0,20,0,0,25,12,0,12,7,0,25,12,6,12,15,15,1,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
429,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,4,40,0,0,25,0,0,30,0,2,25,5,3,5,20,5,5,10,9,0,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
430,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,1,17,0,0,15,0,0,30,7,1,30,12,6,5,20,5,15,7,20,0,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
431,80,"Yes, I consent",Alumnus,Male,Did Not Response,White,Did Not Response,"Yes, employed off campus",94546,"BART,Walk,Drive alone",No,3,20,0,0,25,0,0,5,0,0,30,0,0,15,10,8,10,20,8,1,84,27.20358654,8.457388343,0,1,84,27.20358654,8.457388343
432,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,4,20,0,0,20,0,0,30,5,0,25,10,0,12,5,9,10,7,8,1,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
433,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,1,35,0,0,45,0,0,20,20,5,12,12,5,20,10,6,12,0,12,0,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
434,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,5,45,0,0,12,0,0,25,0,2,20,15,6,5,5,5,12,0,10,0,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
435,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,1,25,0,0,45,0,0,10,5,5,35,10,5,25,12,4,5,12,20,0,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
436,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,4,17,0,0,20,0,0,12,20,0,35,5,0,10,12,7,20,7,5,1,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
437,81,"Yes, I consent",Graduate student,Non-binary,Did Not Response,Other (type below),Multi-racial ,No,94601,"Bear Transit,Walk,Drive alone,Rideshare (ex: Uber, Lyft)",Not sure,4,45,0,0,15,0,0,30,20,0,10,7,0,25,20,6,5,5,5,1,151,99.84638941,99.19124876,1,0,151,99.84638941,99.19124876
438,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,2,35,0,0,12,0,0,20,20,0,25,12,0,20,15,2,25,0,8,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
439,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,35,0,0,30,0,0,15,20,0,30,10,0,20,20,5,25,12,15,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
440,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,20,0,0,30,0,0,30,7,6,15,20,7,5,10,2,5,7,8,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
441,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,2,35,0,0,12,0,0,5,0,3,12,15,6,12,5,7,10,15,10,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
442,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,1,17,0,0,12,0,0,5,20,6,10,7,5,15,0,10,12,20,17,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
443,82,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as a student",94609,"AC Transit,Walk,Personal bike",No,3,55,0,0,45,0,0,5,0,0,30,12,0,25,5,8,10,20,9,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
444,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,50,0,0,15,0,0,12,0,0,15,12,0,10,0,3,20,0,5,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
445,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,1,17,0,0,45,0,0,15,5,6,5,12,2,12,7,5,5,0,12,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
446,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,50,0,0,30,0,0,20,20,0,30,5,0,20,20,5,20,12,15,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
447,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,6,30,0,0,20,0,0,20,15,5,35,10,8,15,7,2,10,5,5,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
448,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,40,0,0,15,0,0,10,10,0,5,0,0,5,15,4,25,20,20,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
449,83,"Yes, I consent",Alumnus,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",0,"AC Transit,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,30,0,0,25,0,0,5,15,6,35,5,6,12,5,9,12,7,17,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
450,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,4,55,0,0,35,0,0,12,5,0,10,5,0,10,7,3,15,15,12,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
451,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,1,20,0,0,40,0,0,5,20,5,5,7,1,10,7,1,15,15,10,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
452,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,3,35,0,0,25,0,0,5,5,3,30,12,1,25,10,7,15,7,12,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
453,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,3,20,0,0,35,0,0,12,5,0,35,15,0,10,5,10,25,20,8,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
454,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,3,25,0,0,25,0,0,15,0,3,12,10,2,5,7,6,12,7,20,0,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
455,84,"Yes, I consent",Undergraduate student,Female,Did Not Response,White,Did Not Response,No,94709,"AC Transit,Walk",No,3,50,0,0,12,0,0,20,20,0,30,12,0,15,5,2,12,7,15,1,173,99.01229082,99.9999985,1,0,173,99.01229082,99.9999985
456,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,2,35,0,0,12,0,0,10,10,6,20,20,1,5,0,10,20,20,10,0,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
457,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,1,17,0,0,45,0,0,15,10,0,5,20,0,12,0,3,10,5,9,1,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
458,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,3,25,0,0,15,0,0,5,20,0,12,12,0,15,15,8,12,7,15,1,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
459,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,3,25,0,0,45,0,0,5,7,4,10,12,8,20,10,10,5,12,10,0,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
460,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,1,20,0,0,45,0,0,25,5,0,35,5,0,25,20,4,5,5,8,1,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
461,86,"Yes, I consent",Alumnus,Non-binary,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94610,"AC Transit,BART,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Carpool",No,2,55,0,0,12,0,0,15,10,2,35,15,6,12,7,9,20,7,8,0,159,97.6748453,99.43540229,0,1,159,97.6748453,99.43540229
462,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,5,20,0,0,45,0,0,15,20,3,10,10,4,5,0,4,15,5,17,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
463,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,1,20,0,0,45,0,0,20,5,2,15,5,5,20,20,6,20,12,10,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
464,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,5,50,0,0,40,0,0,35,20,4,30,20,4,20,0,7,5,12,8,0,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
465,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,4,55,0,0,30,0,0,20,0,0,12,5,0,15,7,2,25,0,12,1,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
466,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,3,40,0,0,15,0,0,12,7,0,15,15,0,25,12,8,15,5,7,1,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
467,88,"Yes, I consent",Graduate student,Male,Did Not Response,"Native American or Indigenous,Hispanic or Latinx",Did Not Response,No,94705,"AC Transit,BART,Walk",Yes,4,35,0,0,40,0,0,20,20,0,10,20,0,25,5,8,25,12,7,1,169,82.05082966,64.85666278,1,0,169,82.05082966,64.85666278
468,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,3,20,0,0,45,0,0,5,0,5,30,20,4,12,0,10,25,5,6,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
469,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,40,0,0,30,0,0,30,7,0,20,15,0,5,12,5,15,0,12,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
470,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,20,0,0,20,0,0,25,10,0,12,10,0,25,10,9,20,12,9,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
471,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,3,35,0,0,12,0,0,15,5,0,12,7,0,10,15,2,10,10,20,1,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
472,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,1,25,0,0,45,0,0,30,15,5,10,0,2,12,12,7,10,0,7,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
473,89,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Middle Eastern or North African",Did Not Response,No,0,"AC Transit,Walk,Shared micromobility (ex: Bay Wheels, Veo, Spin),Rideshare (ex: Uber, Lyft)",No,2,40,0,0,12,0,0,5,12,2,15,7,6,15,5,8,5,15,5,0,Did Not Response,Did Not Response,Did Not Response,1,0,0,0,0
474,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,12,0,0,30,5,0,35,10,0,12,15,8,12,10,8,1,167,100,99.99999964,1,1,167,100,99.99999964
475,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,20,0,0,35,7,4,5,7,3,15,10,1,25,0,8,0,167,100,99.99999964,1,1,167,100,99.99999964
476,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,12,0,0,15,12,4,5,10,7,10,12,6,5,12,10,0,167,100,99.99999964,1,1,167,100,99.99999964
477,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,17,0,0,15,0,0,30,0,0,5,15,0,10,5,1,5,15,10,1,167,100,99.99999964,1,1,167,100,99.99999964
478,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,6,45,0,0,25,0,0,10,20,3,15,15,7,25,12,2,20,12,9,0,167,100,99.99999964,1,1,167,100,99.99999964
479,90,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94703,"BART,Walk,Rideshare (ex: Uber, Lyft)",No,4,30,0,0,15,0,0,10,0,0,5,12,0,5,12,6,15,10,12,1,167,100,99.99999964,1,1,167,100,99.99999964
480,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,4,20,0,0,20,0,0,15,10,0,10,15,0,15,5,5,5,7,5,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
481,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,40,0,0,20,12,6,10,5,7,12,0,3,25,5,15,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
482,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,4,40,0,0,12,0,0,20,10,0,15,0,0,15,12,8,5,5,15,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
483,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,6,40,0,0,30,0,0,20,15,6,15,5,8,15,5,4,15,15,7,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
484,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,30,0,0,30,0,0,5,7,0,30,5,0,5,10,6,15,0,7,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
485,91,"Yes, I consent",Graduate student,Female,Did Not Response,"Black or African American,Asian",Did Not Response,"Yes, employed on campus as a student",94702,"AC Transit,BART,Walk,Carpool,Rideshare (ex: Uber, Lyft)",No,3,35,0,0,15,0,0,30,7,1,20,5,1,20,0,3,15,5,7,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
